PLAYER_ID,PLAYER_NAME,OVERALL_TOTAL_SCORE,OVERALL_ROUNDS_PLAYED,OVERALL_GAMES_PLAYED,OVERALL_ACCURACY,OVERALL_AVERAGE_GAME_SCORE,OVERALL_HIGHEST_HEDGE_STREAK,OVERALL_AVERAGE_HEDGE_STREAK,OVERALL_MEDIAN_GAME_SCORE,OVERALL_MEDIAN_ROUND_SCORE,NM_TOTAL_SCORE,NM_ROUNDS_PLAYED,NM_GAMES_PLAYED,NM_ACCURACY,NM_HIGHEST_HEDGE_STREAK,NM_AVERAGE_HEDGE_STREAK,NM_AVG_GAME_SCORE,NM_MEDIAN_GAME_SCORE,NMPZ_TOTAL_SCORE,NMPZ_ROUNDS_PLAYED,NMPZ_GAMES_PLAYED,NMPZ_ACCURACY,NMPZ_HIGHEST_HEDGE_STREAK,NMPZ_AVERAGE_HEDGE_STREAK,NMPZ_AVG_GAME_SCORE,NMPZ_MEDIAN_GAME_SCORE
62e14841f938d5507c4d31f6,Jerome,173107,65,13,0.5326369230769231,13315,0,0,13651,2677,173107,65,13,0.5326369230769231,0,0,13315.923076923076,13651,,,,,,,,
62e7791e257a6510556a1a03,Bokai𝋢𝋯𝋫𝋡𝋩,21995,10,2,0.4399,10997,0,0,10997.5,2424,,,,,,,,,21995,10,2,0.4399,0,0,10997.5,10997.5
62f0c9a9822a3f816d659d84,Adams,323179,115,23,0.5620504347826087,14051,0,0,13448,2841,315595,110,22,0.5738090909090909,0,0,14345.227272727272,13527,7584,5,1,0.30336,0,0,7584,7584
631092b3f84123ad62736883,LaziiQQ БОГ,12626,5,1,0.50504,12626,0,0,12626,2757,12626,5,1,0.50504,0,0,12626,12626,,,,,,,,
631d3543233913017a7ac6c6,nitro,156836,55,11,0.5703127272727273,14257,1,1,14202,3112,156836,55,11,0.5703127272727273,1,1,14257.818181818182,14202,,,,,,,,
632cb7c86205b55bcde7dcb7,y4suo,99358,30,6,0.6623866666666667,16559,1,1,16718,3548,99358,30,6,0.6623866666666667,1,1,16559.666666666668,16718,,,,,,,,
6330202c43032ef573d382eb,Jakob,292892,100,20,0.585784,14644,1,1,14554.5,3101.5,292892,100,20,0.585784,1,1,14644.6,14554.5,,,,,,,,
633102d69d4a5044970cce21,Elcu,383527,145,29,0.5290027586206897,13225,1,1,13989,2811,297187,110,22,0.54034,1,1,13508.5,14142.5,86340,35,7,0.49337142857142857,0,0,12334.285714285714,12973
633a62ba560e8238dea97807,leero,109567,30,6,0.7304466666666667,18261,1,1,18236,3978.5,109567,30,6,0.7304466666666667,1,1,18261.166666666668,18236,,,,,,,,
6376f2fd270414a1000e1fbf,bobasucker,1719273,600,120,0.573091,14327,1,1,14626,3164,1206318,400,80,0.603159,1,1,15078.975,15115,512955,200,40,0.512955,1,1,12823.875,13004.5
63890678411c174863e40d57,GeoTeacher,123989,40,8,0.619945,15498,0,0,16387,3332.5,,,,,,,,,123989,40,8,0.619945,0,0,15498.625,16387
63b6e8ccb8148b72cafa0adb,KZT,4138234,1145,229,0.7228356331877729,18070,7,1.62,18860,4255,3140796,845,169,0.7433836686390533,7,1.76,18584.59171597633,19298,997438,300,60,0.6649586666666667,2,1.17,16623.966666666667,16706.5
63bc59f483352dc1648f8e9a,nevergiveup.,364735,100,20,0.72947,18236,3,2,17748,4220,185585,45,9,0.8248222222222222,3,2,20620.555555555555,20715,179150,55,11,0.6514545454545455,0,0,16286.363636363636,15924
63bcd8027039017494d42999,KANMURU,20400,10,2,0.408,10200,0,0,10200,1966,,,,,,,,,20400,10,2,0.408,0,0,10200,10200
63cffe929512ebc734808b0b,Rylleon,1838884,595,119,0.618112268907563,15452,2,1.1,15980,3523,1279886,395,79,0.6480435443037975,2,1.14,16201.088607594937,16773,558998,200,40,0.558998,1,1,13974.95,13289.5
63e223415109acb72e8c3318,GabrielGeoo,3034558,1050,210,0.5780110476190476,14450,2,1.2,14159.5,3280,2466642,825,165,0.5979738181818182,2,1.22,14949.345454545455,15135,567916,225,45,0.5048142222222223,1,1,12620.355555555556,12534
64007150a74fcc57ff691bea,mostiqq,12615,5,1,0.5046,12615,0,0,12615,2712,12615,5,1,0.5046,0,0,12615,12615,,,,,,,,
6407f630fd61426c650d8579,jkwon,1603078,665,133,0.4821287218045113,12053,1,1,11884,2537,1182090,470,94,0.5030170212765958,1,1,12575.425531914894,12437,420988,195,39,0.4317825641025641,0,0,10794.564102564103,10618
64179ee2585e69f92ec514fc,ｺｺｽ,315301,100,20,0.630602,15765,1,1,15234,3628,315301,100,20,0.630602,1,1,15765.05,15234,,,,,,,,
6420e452357e1c2d41c78157,angjusevi,435528,150,30,0.580704,14517,1,1,13893.5,3154.5,435528,150,30,0.580704,1,1,14517.6,13893.5,,,,,,,,
642548987a0ec1cc8ffe5698,insomnia (5kftw),7816,5,1,0.31264,7816,0,0,7816,1003,,,,,,,,,7816,5,1,0.31264,0,0,7816,7816
64302511da72523ce5182c88,[Geo] Scooby Poo,26388,35,7,0.15078857142857144,3769,0,0,3720,308,26388,35,7,0.15078857142857144,0,0,3769.714285714286,3720,,,,,,,,
6458e4b2ea1e908b38f447e4,LedOooo,6277,5,1,0.25108,6277,0,0,6277,1088,6277,5,1,0.25108,0,0,6277,6277,,,,,,,,
6460e8bfec20ce42ae0b90bb,Spirit Donk,250705,80,16,0.6267625,15669,1,1,16954,3450.5,86627,25,5,0.693016,0,0,17325.4,18231,164078,55,11,0.5966472727272727,1,1,14916.181818181818,16581
64899fdf6552c09cf38d9d8e,豆豆冖,2134457,660,132,0.6468051515151515,16170,3,1.28,16598,3692,1551749,460,92,0.6746734782608695,3,1.31,16866.83695652174,16936,582708,200,40,0.582708,1,1,14567.7,14776
6494f9bbab07ca3ea843220f,Kakaageo,15734,5,1,0.62936,15734,0,0,15734,3457,15734,5,1,0.62936,0,0,15734,15734,,,,,,,,
64b2b2afd22a6256877948e5,constella,12972,10,2,0.25944,6486,0,0,6486,822.5,10648,5,1,0.42592,0,0,10648,10648,2324,5,1,0.09296,0,0,2324,2324
64e250e234185dd27cfb93a5,bomboclatt69,43158,25,5,0.345264,8631,0,0,9281,1425,43158,25,5,0.345264,0,0,8631.6,9281,,,,,,,,
64ed17355f2bccc9d751cce4,Novoosibirsk,322003,105,21,0.6133390476190477,15333,0,0,15355,3278,322003,105,21,0.6133390476190477,0,0,15333.47619047619,15355,,,,,,,,
65196df73b287bbf7203f3f7,frey44,9943,5,1,0.39772,9943,0,0,9943,1491,9943,5,1,0.39772,0,0,9943,9943,,,,,,,,
65699a3d8312d2834b4eed93,Elements,861093,355,71,0.48512281690140846,12128,0,0,11846,2572,738875,300,60,0.4925833333333333,0,0,12314.583333333334,12176,122218,55,11,0.4444290909090909,0,0,11110.727272727272,11677
657136033b7d1f7babadbed4,SnowyMarsh339,79390,65,13,0.24427692307692309,6106,0,0,6161,873,79390,65,13,0.24427692307692309,0,0,6106.923076923077,6161,,,,,,,,
65a45a24590a680e4a85cc05,TropicalHill119,206306,75,15,0.5501493333333334,13753,0,0,14983,2734,206306,75,15,0.5501493333333334,0,0,13753.733333333334,14983,,,,,,,,
662d0189162adfc26f7751ac,Looks Like Something I Luzon,288883,110,22,0.5252418181818181,13131,0,0,13487,2644.5,26096,10,2,0.52192,0,0,13048,13048,262787,100,20,0.525574,0,0,13139.35,13487
6632b168b565bbebc7049335,Codys390,5591,5,1,0.22364,5591,0,0,5591,243,5591,5,1,0.22364,0,0,5591,5591,,,,,,,,
667835c22462ec60ea631124,SkyLimit,44580,25,5,0.35664,8916,0,0,9974,1505,44580,25,5,0.35664,0,0,8916,9974,,,,,,,,
