PLAYER_ID,PLAYER_NAME,OVERALL_TOTAL_SCORE,OVERALL_ROUNDS_PLAYED,OVERALL_GAMES_PLAYED,OVERALL_ACCURACY,OVERALL_AVERAGE_GAME_SCORE,OVERALL_HIGHEST_HEDGE_STREAK,OVERALL_AVERAGE_HEDGE_STREAK,OVERALL_MEDIAN_GAME_SCORE,OVERALL_AVG_ROUND_SCORE,OVERALL_MED_ROUND_SCORE,OVERALL_LOWEST_ROUND_SCORE,OVERALL_HIGHEST_ROUND_SCORE,OVERALL_LOWEST_GAME_SCORE,OVERALL_HIGHEST_GAME_SCORE,OVERALL_GAME_SCORE_STD_DEV,OVERALL_ROUND_SCORE_STD_DEV,TOP_FINISHES,TOP3_FINISHES,TOP_FINISH_RATE,TOP3_FINISH_RATE,NM_TOTAL_SCORE,NM_ROUNDS_PLAYED,NM_GAMES_PLAYED,NM_ACCURACY,NM_HIGHEST_HEDGE_STREAK,NM_AVERAGE_HEDGE_STREAK,NM_AVG_GAME_SCORE,NM_MEDIAN_GAME_SCORE,NM_AVG_ROUND_SCORE,NM_MED_ROUND_SCORE,NM_LOWEST_ROUND_SCORE,NM_HIGHEST_ROUND_SCORE,NM_LOWEST_GAME_SCORE,NM_HIGHEST_GAME_SCORE,NM_GAME_SCORE_STD_DEV,NM_ROUNDS_SCORE_STD_DEV,NM_TOP_FINISHES,NM_TOP3_FINISHES,NM_TOP_FINISH_RATE,NM_TOP3_FINISH_RATE,NMPZ_TOTAL_SCORE,NMPZ_ROUNDS_PLAYED,NMPZ_GAMES_PLAYED,NMPZ_ACCURACY,NMPZ_HIGHEST_HEDGE_STREAK,NMPZ_AVERAGE_HEDGE_STREAK,NMPZ_AVG_GAME_SCORE,NMPZ_MEDIAN_GAME_SCORE,NMPZ_AVG_ROUND_SCORE,NMPZ_MED_ROUND_SCORE,NMPZ_LOWEST_ROUND_SCORE,NMPZ_HIGHEST_ROUND_SCORE,NMPZ_LOWEST_GAME_SCORE,NMPZ_HIGHEST_GAME_SCORE,NMPZ_GAME_SCORE_STD_DEV,NMPZ_ROUNDS_SCORE_STD_DEV,NMPZ_TOP_FINISHES,NMPZ_TOP3_FINISHES,NMPZ_TOP_FINISH_RATE,NMPZ_TOP3_FINISH_RATE,TOTAL_TESTS,OVERALL_IMPROVEMENT,RECENT_IMPROVEMENT,RECENT_5_IMPROVEMENT,FIRST_TEST_NAME,LAST_TEST_NAME,OVERALL_ADJ_ACCURACY,NM_ADJ_ACCURACY,NMPZ_ADJ_ACCURACY
5c61c05b3d925ba81408c135,Sadziu,332553,110,22,0.6046418181818182,15116.045454545454,1,1,15424.5,3023.2090909090907,3453,1,4997,8905,22028,3072.0279946641112,1584.1395140580264,0,0,0,0,305361,100,20,0.610722,1,1,15268.05,15592,3053.61,3453,8,4997,8905,22028,3133.1848014440516,1570.8908300706323,0,0,0,0,27192,10,2,0.54384,0,0,13596,13596,2719.2,2901,1,4987,11782,15410,2565.383402144794,1770.6425387412332,0,0,0,0,2,0.066882,0.066882,,December 2023,January 2024,,,
5ce9a9b0b741f8576819ddb6,Max,45169,15,3,0.6022533333333333,15056.333333333334,0,0,15028,3011.266666666667,3884,2,4896,13609,16532,1461.7058527624497,1795.499651907513,0,0,0,0,45169,15,3,0.6022533333333333,0,0,15056.333333333334,15028,3011.266666666667,3884,2,4896,13609,16532,1461.7058527624497,1795.499651907513,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,,January 2024,January 2024,,,
5d04bea46502df83cc2a542f,Kewin,1052797,405,81,0.5198997530864198,12997.493827160493,1,1,13096,2599.498765432099,2696,1,5000,3480,21605,3677.233334995211,1581.6677906564323,0,1,0,0.012345679012345678,825065,305,61,0.5410262295081967,1,1,13525.655737704918,13183,2705.1311475409834,2894,5,5000,5468,21605,3473.3689697468076,1558.1357450491919,0,1,0,0.01639344262295082,227732,100,20,0.455464,0,0,11386.6,11874,2277.32,2301,1,4975,3480,18680,3900.0014102561554,1616.9724796668618,0,0,0,0,5,0.01455799999999996,0.263974,0.01455799999999996,January 2024,June 2024,,,
5d1f1dea2ea9399fe46edc5c,ronaq,348040,120,24,0.5800666666666666,14501.666666666666,2,1.5,15188,2900.3333333333335,3062.5,1,4992,6045,20163,3753.57323093609,1510.6243742241154,0,1,0,0.041666666666666664,218097,70,14,0.6231342857142858,2,1.5,15578.357142857143,15969.5,3115.6714285714284,3254,67,4991,9558,20163,3489.0561761026433,1359.7161468483046,0,0,0,0,129943,50,10,0.519772,0,0,12994.3,12782,2598.86,2707,1,4992,6045,17932,3754.216962297198,1667.191950556384,0,1,0,0.07142857142857142,2,-0.10336228571428574,-0.10336228571428574,,February 2024,March 2024,,,
5d46fa671d34a0315c268ad0,[TNT] TreezErik,13378,5,1,0.53512,13378,0,0,13378,2675.6,2876,489,3856,13378,13378,,1367.908257157621,0,0,0,0,13378,5,1,0.53512,0,0,13378,13378,2675.6,2876,489,3856,13378,13378,,1367.908257157621,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,,November 2023,November 2023,,,
5d91d1dfee473fc2e437b577,eenrandommens,393792,130,26,0.6058338461538462,15145.846153846154,1,1,15130.5,3029.1692307692306,3250,6,4987,9042,20938,3057.966481176666,1429.6482084764768,0,0,0,0,325198,105,21,0.6194247619047619,1,1,15485.619047619048,15543,3097.1238095238095,3352,6,4987,9042,20938,3147.7609502629007,1412.6694588614846,0,0,0,0,68594,25,5,0.548752,0,0,13718.8,13591,2743.76,2503,27,4986,11183,17090,2398.1409466501336,1494.364747978217,0,0,0,0,3,0.033988076923076926,0.09171299999999993,,September 2023,January 2024,,,
5ddd2840db02e1948493a2a0,Illusion,5189153,1350,270,0.7687634074074075,19219.085185185184,12,2.08,19698.5,3843.817037037037,4330.5,0,5000,9659,24354,2994.4947820959715,1248.8254481712006,56,131,0.2074074074074074,0.48518518518518516,3737086,950,190,0.786754947368421,12,2.33,19668.873684210525,20032.5,3933.774736842105,4402,0,5000,10194,24354,2730.485121732034,1170.4435056849177,38,91,0.2,0.4789473684210526,1120723,300,60,0.7471486666666667,5,1.47,18678.716666666667,18906.5,3735.7433333333333,4208,0,4999,9659,23737,2993.274795270224,1312.193964320824,18,40,0.09473684210526316,0.21052631578947367,13,-0.04753799999999997,-0.17935999999999996,-0.18786999999999998,August 2023,August 2024,0.840912,0.8486612865497076,0.8163725925925925
5de7a59044d2a42f78156b33,しいな,2570685,800,160,0.64267125,16066.78125,2,1.14,16308,3213.35625,3685.5,0,4999,6555,23469,3423.263793516357,1505.9160003134305,3,11,0.01875,0.06875,2234824,675,135,0.662170074074074,2,1.14,16554.251851851852,16873,3310.8503703703705,3749,0,4999,6555,23469,3291.6594599077225,1446.9723563358077,3,11,0.022222222222222223,0.08148148148148149,335861,125,25,0.5373776,0,0,13434.44,13554,2686.888,3081,8,4982,6837,19120,2930.2711478632827,1703.2298729179217,0,0,0,0,10,-0.21273947368421048,-0.26348684210526313,-0.17287999999999998,August 2023,May 2024,0.7074210818307906,0.7286848684210526,
5e22476fdba510714ce478df,Melting Ice,651581,215,43,0.6061218604651163,15153.046511627907,1,1,15958,3030.609302325581,3430,0,5000,2112,20968,3865.1095715386905,1513.3383626935517,1,2,0.023255813953488372,0.046511627906976744,634737,210,42,0.6045114285714286,1,1,15112.785714285714,15871.5,3022.557142857143,3406.5,0,5000,2112,20968,3902.8244900328273,1520.094733889964,1,2,0.023809523809523808,0.047619047619047616,16844,5,1,0.67376,0,0,16844,16844,3368.8,3857,1122,4304,16844,16844,,1282.7755064702476,0,0,0,0,5,0.07676000000000005,0.020888000000000018,0.07676000000000005,August 2023,March 2024,,,
5e2e983722bbda85a40e9009,Eamonn,3182679,1060,212,0.6005054716981132,15012.63679245283,3,1.15,15101,3002.5273584905663,3359.5,0,5000,5417,23412,3538.36346352378,1537.866379111007,2,7,0.009433962264150943,0.0330188679245283,2342003,770,154,0.6083124675324675,3,1.2,15207.811688311689,15464.5,3041.5623376623375,3388.5,0,5000,6626,23412,3541.0135554668523,1519.4087665931113,2,3,0.012987012987012988,0.01948051948051948,840676,290,58,0.5797765517241379,1,1,14494.413793103447,14665,2898.88275862069,3280,1,5000,5417,22373,3509.005842115399,1583.8339559436147,0,4,0,0.025974025974025976,11,0.17800926315789478,-0.01872673684210524,0.031041263157894794,August 2023,July 2024,0.6637343815513627,0.6719965367965368,0.6417969348659004
