PLAYER_ID,PLAYER_NAME,BLACKLIST
63e223415109acb72e8c3318,GabrielGeoo,0
60423e2590c952000182b4a0,Pigeon,0
662d0189162adfc26f7751ac,Looks Like Something I Luzon,0
6376f2fd270414a1000e1fbf,bobasucker,0
59e21e3539d85572801d5a5e,Sesquipedalism,0
5de7a59044d2a42f78156b33,しいな,0
5f3c49af588cd80001d51f51,bones,0
60859c21128efc0001559603,antidotess,0
5fe6c5e7ae5ccd000197c9e7,logan,0
62bfd10dea6140a9ef5f3224,Program,0
64899fdf6552c09cf38d9d8e,豆豆冖,0
605b1842045b9e0001837397,brunooo_ooo,0
5e8f73b22ad6cf6e8851b0ca,Tonito,0
63bc59f483352dc1648f8e9a,nevergiveup.,0
5c14f357ff3dc98d883d182c,[TNT] Kirania,0
5f66872ebcfad7000142d950,Phorcys,0
60069f898c6114000112b409,icepelican,0
60ab9a9195cb750001fb3b69,stepanartt,0
5a54c41257f1750a400b7a26,oscar,0
63b6e8ccb8148b72cafa0adb,KZT,0
5ddd2840db02e1948493a2a0,Illusion,0
601f1d75228a5e00019741e1,davedavedave,0
5fa7ab03b45c670001342904,kent,0
60806a19bafa9b000125bcc7,malfunctionn,0
64b2b2afd22a6256877948e5,constella,0
5bf491faaac55b998458ed9a,mk,0
65699a3d8312d2834b4eed93,Elements,0
5e2e983722bbda85a40e9009,Eamonn,0
5ee933f15426a914442197e4,Jeif,0
5f07412b8551644f80314987,hyacinthsj,0
61a0aa0b508e25000188294f,Ant3k,0
602099d9d7d2210001491973,Bog,0
633102d69d4a5044970cce21,Elcu,0
63cffe929512ebc734808b0b,Rylleon,0
5b7cfb7b602b2e3a94fbb968,𝘚𝘭𝘪𝘷𝘦𝘳,0
5c04ec3b43196563803ba61f,V89,0
5ffa660ae8ee080001350d46,AlphaZero4000,0
5aa25c6242305f89a0f9633a,qwwinkii,0
5ffb5e4975d2770001545cf5,Geooo,0
60df18727b07ec0001e05ece,r1czz.,0
62615ba79810147e10f029ea,𝓝𝓲𝓰𝓱𝓽𝓰𝓸𝓭,0
60995f8f8eb3fe0001e057c2,Starc,0
5e9764acd502e1472c1b694d,Alphy,0
62c0257a2e7b083b8fb3ffdf,yark,0
5c44c39898004e833c65f405,D3rL30p4rd,0
5eccd6d68d6ade72cc836cb8,Šťýдēňț,0
62097f1950ff4f0001cdc748,PyloteD'Avion,0
608168d3f5fe530001aec797,kaiser,0
601ab5166d405900012c6669,Matteo Kinkela,0
5ff10c165de5560001f37f9d,vaivod,0
5e3b0e14dba5103fdccf2e4e,lemontree,0
57bf4cd109f2efd5dc9a11cc,Piskanaft,0
5d04bea46502df83cc2a542f,Kewin,0
64302511da72523ce5182c88,[Geo] Scooby Poo,0
5b8413394ee03584bc721f0b,Bassman (Youtube),0
6407f630fd61426c650d8579,jkwon,0
5d1f1dea2ea9399fe46edc5c,ronaq,0
6460e8bfec20ce42ae0b90bb,Spirit Donk,0
5ef35fd819612a2940d22de2,Mich,0
62f0c9a9822a3f816d659d84,Adams,0
613672d814c06f00017c58e0,tombolo,0
60e6fefd864e960001667155,ĐɄ§ҜƦØИ,0
5f172e581874328b38c066f7,flipster22,0
6201965f19c16500017cd2ce,アキナトル,0
5b4899f5b56fe41a1831bba4,Lennli,0
5f91a2db3d05310001d589c3,Daan,0
602c2727cf4011000175b4ee,morica,0
63890678411c174863e40d57,GeoTeacher,0
5e62fc4f8fd6cf1b0056adaa,PenRaiser_SB_32,0
5f85ce00fc3aec0001758b8d,Xander,0
6205a2c750ff4f0001cbded7,Kround7159,0
5e22476fdba510714ce478df,Melting Ice,0
608513f3eb35e60001fa2633,cry about it,0
5ed51eab282ad28b94ff9efc,Salex,0
59a99a3343a14357704a97a0,Kratsooo,0
5b51062a4010740f7cd91dd5,Blinky,0
64e250e234185dd27cfb93a5,bomboclatt69,0
6098f58ffac408000119da5a,Cassa,0
6458e4b2ea1e908b38f447e4,LedOooo,0
633a62ba560e8238dea97807,leero,0
600801c48b224300016f36fd,Mada,0
62942d7b391564acaee575be,kazuro,0
60a55176895a250001d9e2d8,emshanoff,0
60254c17b8832e000134884b,jason543,0
64007150a74fcc57ff691bea,mostiqq,0
5f903357aae2c100010dbdd4,nestor,0
603e28ef0297940001b93db1,fatslump(washed),0
6016ae33d48bd30001e71782,[TNT] Diablo,0
62d17b25f827cbfd7205c25d,deshawn,0
65a45a24590a680e4a85cc05,TropicalHill119,0
62501808475510c8f5f4ef79,Tom,0
5c61c05b3d925ba81408c135,Sadziu,0
5ec26de5a789c45a9c13cf3c,sp4ghet,0
5ed7d66d5d34e779bccc6590,kirilka,0
606402814f3a8e00016f860e,Dyll,0
62e14841f938d5507c4d31f6,Jerome,0
5a33d4491cbd1560d0eaed6b,tozangezan,0
65196df73b287bbf7203f3f7,frey44,0
5d91d1dfee473fc2e437b577,eenrandommens,0
5c03eed1b5b94ba700403005,Finbarr,0
5ce9a9b0b741f8576819ddb6,Max,0
59b6fa8456e5a24cf0c79c45,Bitcoin,0
60b1162519261200015e3ca2,John Harvey Kellogg,0
5f9adbbe6ca2e400010530f4,Pup,0
5f7ddfaa5e57b3000189a24e,swangambit,0
61f63ef33d94a3000139614d,クリプトナイト,0
5e7054fd2ad6cf16ec368ce1,dev,0
5fba6bb84876100001068d07,Sadu,0
642548987a0ec1cc8ffe5698,insomnia (5kftw),0
60bcbc7bf9c48d00010901f5,Abyss,0
63bcd8027039017494d42999,KANMURU,0
62e7791e257a6510556a1a03,Bokai𝋢𝋯𝋫𝋡𝋩,0
64ed17355f2bccc9d751cce4,Novoosibirsk,0
657136033b7d1f7babadbed4,SnowyMarsh339,0
